Буква,к-сть,Частота,Ентропія,Загальна Ентропія,Надлишковість
шу,104,0.0004510599909788002,0.005013258031063287,,
ьд,109,0.00047274556746816556,0.005222254089280518,,
ыу,39,0.00016914749661705008,0.002119321812271,,
ох,184,0.0007980292148086465,0.008212734769434852,,
нз,50,0.00021685576489365393,0.002639346436459889,,
нп,116,0.0005031053745532772,0.0055124510176354745,,
ею,55,0.00023854134138301934,0.002870480805105677,,
бс,25,0.00010842788244682697,0.0014281011006767716,,
жч,9,3.903403768085771e-05,0.0005716498817879965,,
уя,43,0.0001864959578085424,0.00231041785845031,,
юч,57,0.00024721557197876547,0.002962122832544362,,
зж,28,0.0001214392283404462,0.0015796180728749102,,
мз,60,0.0002602269178723847,0.0030987670910273446,,
ющ,116,0.0005031053745532772,0.0055124510176354745,,
фа,89,0.000386003261510704,0.00437692932862209,,
хт,33,0.0001431248048298116,0.0018277665398947305,,
бп,3,1.3011345893619236e-05,0.00021117245592129754,,
йм,101,0.00043804864508518093,0.0048871428399253885,,
хз,33,0.0001431248048298116,0.0018277665398947305,,
ща,144,0.0006245446028937233,0.006648219697033051,,
уа,74,0.00032094653204260785,0.0037247062738371296,,
гт,11,4.7708268276603865e-05,0.0006848713294910053,,
вз,152,0.000659241525276708,0.0069661427407699756,,
ьж,10,4.3371152978730786e-05,0.0006285739859009506,,
жс,9,3.903403768085771e-05,0.0005716498817879965,,
йг,101,0.00043804864508518093,0.0048871428399253885,,
лв,282,0.0012230665140002081,0.011833512719075972,,
оф,92,0.00039901460740432323,0.0045053819921217495,,
лж,76,0.000329620762638354,0.003812692133023342,,
мк,150,0.0006505672946809618,0.006886914543114733,,
дэ,9,3.903403768085771e-05,0.0005716498817879965,,
кб,88,0.0003816661462128309,0.0043339721972895495,,
йу,46,0.00019950730370216162,0.002452198299763036,,
бг,4,1.7348461191492315e-05,0.000274363012612477,,
уу,47,0.0002038444190000347,0.0024991822989423765,,
йя,22,9.541653655320773e-05,0.0012743261224288029,,
бэ,18,7.806807536171542e-05,0.0010652316882142777,,
мб,76,0.000329620762638354,0.003812692133023342,,
гв,14,6.07196141702231e-05,0.0008505286506076782,,
хс,85,0.00036865480031921167,0.00420467088292395,,
кж,36,0.00015613615072343083,0.0019743272257051244,,
кэ,21,9.107942125533465e-05,0.0012225149298897612,,
хд,32,0.00013878768953193852,0.0017785410323040004,,
лр,72,0.00031227230144686166,0.0036363821499633873,,
ыж,31,0.00013445057423406545,0.0017291199574150243,,
жв,7,3.035980708511155e-05,0.0004556241323889506,,
кя,15,6.505672946809618e-05,0.0009048052316930285,,
зь,31,0.00013445057423406545,0.0017291199574150243,,
ьа,48,0.00020818153429790777,0.0025460331575491296,,
тш,16,6.939384476596926e-05,0.0009586643609179695,,
сэ,10,4.3371152978730786e-05,0.0006285739859009506,,
юк,73,0.0003166094167447347,0.0036805870703279374,,
рз,25,0.00010842788244682697,0.0014281011006767716,,
мг,106,0.00045973422157454636,0.005097033004385653,,
лб,83,0.00035998056972346554,0.004118103324650005,,
цо,76,0.000329620762638354,0.003812692133023342,,
рщ,13,5.638249887235002e-05,0.0007958047504999609,,
шо,70,0.00030359807085111553,0.0035477103627755816,,
яа,58,0.0002515526872766386,0.0030077781960943756,,
бщ,38,0.000164810381319177,0.0020711564478308477,,
жз,5,2.1685576489365393e-05,0.0003359725694398407,,
кг,23,9.975365185108081e-05,0.001325852801732599,,
пн,70,0.00030359807085111553,0.0035477103627755816,,
ге,154,0.0006679157558724541,0.007045206272233261,,
ци,86,0.0003729919156170848,0.004247843801283535,,
ию,54,0.00023420422608514625,0.0028244901487874566,,
пы,85,0.00036865480031921167,0.00420467088292395,,
тх,16,6.939384476596926e-05,0.0009586643609179695,,
зч,15,6.505672946809618e-05,0.0009048052316930285,,
пч,5,2.1685576489365393e-05,0.0003359725694398407,,
бк,40,0.00017348461191492315,0.002167326719773956,,
бв,10,4.3371152978730786e-05,0.0006285739859009506,,
бь,53,0.00022986711078727318,0.0027783836129801,,
ощ,67,0.0002905867249574963,0.0034140289200187885,,
сш,23,9.975365185108081e-05,0.001325852801732599,,
ху,85,0.00036865480031921167,0.00420467088292395,,
йц,31,0.00013445057423406545,0.0017291199574150243,,
иэ,62,0.0002689011484681309,0.0031893387663619174,,
пь,16,6.939384476596926e-05,0.0009586643609179695,,
мэ,27,0.00011710211304257312,0.0015293471874363014,,
нр,16,6.939384476596926e-05,0.0009586643609179695,,
яэ,30,0.00013011345893619236,0.0016794970044498646,,
тю,10,4.3371152978730786e-05,0.0006285739859009506,,
дм,47,0.0002038444190000347,0.0024991822989423765,,
кк,75,0.0003252836473404809,0.0037687409188978476,,
фр,63,0.00027323826376600397,0.003234472387838011,,
лз,55,0.00023854134138301934,0.002870480805105677,,
пк,29,0.0001257763436383193,0.0016296654416855072,,
тэ,44,0.00019083307310641546,0.0023578191717511902,,
нв,102,0.00044238576038305405,0.004929242383877053,,
ыа,17,7.373096006384234e-05,0.0010121321642200436,,
яф,25,0.00010842788244682697,0.0014281011006767716,,
эс,3,1.3011345893619236e-05,0.00021117245592129754,,
мх,19,8.24051906595885e-05,0.0011179834145750125,,
уй,35,0.00015179903542555777,0.0019256542168133487,,
нх,10,4.3371152978730786e-05,0.0006285739859009506,,
дж,17,7.373096006384234e-05,0.0010121321642200436,,
сз,33,0.0001431248048298116,0.0018277665398947305,,
шв,27,0.00011710211304257312,0.0015293471874363014,,
гс,19,8.24051906595885e-05,0.0011179834145750125,,
дп,56,0.0002428784566808924,0.002916357689068928,,
дх,14,6.07196141702231e-05,0.0008505286506076782,,
жх,2,8.674230595746157e-06,0.00014585573690198466,,
чр,20,8.674230595746157e-05,0.0011704056658444397,,
гч,14,6.07196141702231e-05,0.0008505286506076782,,
цг,3,1.3011345893619236e-05,0.00021117245592129754,,
лх,13,5.638249887235002e-05,0.0007958047504999609,,
жо,22,9.541653655320773e-05,0.0012743261224288029,,
пм,1,4.337115297873079e-06,7.72649837488654e-05,,
жм,6,2.6022691787238472e-05,0.0003963222200553566,,
жь,8,3.469692238298463e-05,0.0005140291028419694,,
рц,22,9.541653655320773e-05,0.0012743261224288029,,
лш,12,5.2045383574476944e-05,0.0007405990565362363,,
хж,7,3.035980708511155e-05,0.0004556241323889506,,
пс,12,5.2045383574476944e-05,0.0007405990565362363,,
нл,6,2.6022691787238472e-05,0.0003963222200553566,,
ьр,46,0.00019950730370216162,0.002452198299763036,,
сх,39,0.00016914749661705008,0.002119321812271,,
гм,6,2.6022691787238472e-05,0.0003963222200553566,,
юа,17,7.373096006384234e-05,0.0010121321642200436,,
яц,20,8.674230595746157e-05,0.0011704056658444397,,
фе,79,0.0003426321085319732,0.003944056026689187,,
мл,93,0.0004033517227021963,0.004548062517160813,,
сг,37,0.00016047326602130392,0.0020228264029398687,,
тц,8,3.469692238298463e-05,0.0005140291028419694,,
кх,8,3.469692238298463e-05,0.0005140291028419694,,
пц,2,8.674230595746157e-06,0.00014585573690198466,,
рр,36,0.00015613615072343083,0.0019743272257051244,,
юш,17,7.373096006384234e-05,0.0010121321642200436,,
гп,17,7.373096006384234e-05,0.0010121321642200436,,
цт,5,2.1685576489365393e-05,0.0003359725694398407,,
мц,4,1.7348461191492315e-05,0.000274363012612477,,
бт,2,8.674230595746157e-06,0.00014585573690198466,,
пп,9,3.903403768085771e-05,0.0005716498817879965,,
ьц,32,0.00013878768953193852,0.0017785410323040004,,
щн,10,4.3371152978730786e-05,0.0006285739859009506,,
хх,7,3.035980708511155e-05,0.0004556241323889506,,
лщ,2,8.674230595746157e-06,0.00014585573690198466,,
фы,10,4.3371152978730786e-05,0.0006285739859009506,,
цп,8,3.469692238298463e-05,0.0005140291028419694,,
нш,6,2.6022691787238472e-05,0.0003963222200553566,,
дб,35,0.00015179903542555777,0.0019256542168133487,,
шп,17,7.373096006384234e-05,0.0010121321642200436,,
щь,3,1.3011345893619236e-05,0.00021117245592129754,,
юу,11,4.7708268276603865e-05,0.0006848713294910053,,
сц,27,0.00011710211304257312,0.0015293471874363014,,
кз,23,9.975365185108081e-05,0.001325852801732599,,
хф,5,2.1685576489365393e-05,0.0003359725694398407,,
зт,15,6.505672946809618e-05,0.0009048052316930285,,
вц,11,4.7708268276603865e-05,0.0006848713294910053,,
бм,13,5.638249887235002e-05,0.0007958047504999609,,
дч,32,0.00013878768953193852,0.0017785410323040004,,
юц,9,3.903403768085771e-05,0.0005716498817879965,,
ыц,4,1.7348461191492315e-05,0.000274363012612477,,
сф,10,4.3371152978730786e-05,0.0006285739859009506,,
шр,4,1.7348461191492315e-05,0.000274363012612477,,
чэ,1,4.337115297873079e-06,7.72649837488654e-05,,
гк,34,0.00014746192012768467,0.0018768024083124027,,
жт,6,2.6022691787238472e-05,0.0003963222200553566,,
бб,1,4.337115297873079e-06,7.72649837488654e-05,,
вф,7,3.035980708511155e-05,0.0004556241323889506,,
эн,4,1.7348461191492315e-05,0.000274363012612477,,
кч,53,0.00022986711078727318,0.0027783836129801,,
сж,30,0.00013011345893619236,0.0016794970044498646,,
чп,25,0.00010842788244682697,0.0014281011006767716,,
вю,2,8.674230595746157e-06,0.00014585573690198466,,
нф,21,9.107942125533465e-05,0.0012225149298897612,,
хэ,11,4.7708268276603865e-05,0.0006848713294910053,,
ыя,9,3.903403768085771e-05,0.0005716498817879965,,
бх,6,2.6022691787238472e-05,0.0003963222200553566,,
цб,4,1.7348461191492315e-05,0.000274363012612477,,
жл,11,4.7708268276603865e-05,0.0006848713294910053,,
жк,38,0.000164810381319177,0.0020711564478308477,,
йщ,7,3.035980708511155e-05,0.0004556241323889506,,
чб,6,2.6022691787238472e-05,0.0003963222200553566,,
йе,16,6.939384476596926e-05,0.0009586643609179695,,
фт,7,3.035980708511155e-05,0.0004556241323889506,,
чв,9,3.903403768085771e-05,0.0005716498817879965,,
чз,14,6.07196141702231e-05,0.0008505286506076782,,
бж,3,1.3011345893619236e-05,0.00021117245592129754,,
хя,2,8.674230595746157e-06,0.00014585573690198466,,
эх,7,3.035980708511155e-05,0.0004556241323889506,,
чг,3,1.3011345893619236e-05,0.00021117245592129754,,
юх,33,0.0001431248048298116,0.0018277665398947305,,
чс,11,4.7708268276603865e-05,0.0006848713294910053,,
жп,2,8.674230595746157e-06,0.00014585573690198466,,
лц,1,4.337115297873079e-06,7.72649837488654e-05,,
чд,3,1.3011345893619236e-05,0.00021117245592129754,,
цы,35,0.00015179903542555777,0.0019256542168133487,,
кд,17,7.373096006384234e-05,0.0010121321642200436,,
лф,21,9.107942125533465e-05,0.0012225149298897612,,
зэ,6,2.6022691787238472e-05,0.0003963222200553566,,
эй,5,2.1685576489365393e-05,0.0003359725694398407,,
эк,5,2.1685576489365393e-05,0.0003359725694398407,,
вщ,13,5.638249887235002e-05,0.0007958047504999609,,
пв,5,2.1685576489365393e-05,0.0003359725694398407,,
юф,5,2.1685576489365393e-05,0.0003359725694398407,,
юю,10,4.3371152978730786e-05,0.0006285739859009506,,
зй,1,4.337115297873079e-06,7.72649837488654e-05,,
бд,2,8.674230595746157e-06,0.00014585573690198466,,
лэ,12,5.2045383574476944e-05,0.0007405990565362363,,
зц,2,8.674230595746157e-06,0.00014585573690198466,,
тф,24,0.00010409076714895389,0.0013771073459235186,,
шд,2,8.674230595746157e-06,0.00014585573690198466,,
цц,2,8.674230595746157e-06,0.00014585573690198466,,
юэ,4,1.7348461191492315e-05,0.000274363012612477,,
щв,2,8.674230595746157e-06,0.00014585573690198466,,
мщ,2,8.674230595746157e-06,0.00014585573690198466,,
фу,14,6.07196141702231e-05,0.0008505286506076782,,
вх,19,8.24051906595885e-05,0.0011179834145750125,,
жг,6,2.6022691787238472e-05,0.0003963222200553566,,
пш,3,1.3011345893619236e-05,0.00021117245592129754,,
эл,7,3.035980708511155e-05,0.0004556241323889506,,
тщ,4,1.7348461191492315e-05,0.000274363012612477,,
фь,4,1.7348461191492315e-05,0.000274363012612477,,
ыщ,6,2.6022691787238472e-05,0.0003963222200553566,,
гб,2,8.674230595746157e-06,0.00014585573690198466,,
ьщ,5,2.1685576489365393e-05,0.0003359725694398407,,
эп,1,4.337115297873079e-06,7.72649837488654e-05,,
цх,1,4.337115297873079e-06,7.72649837488654e-05,,
фс,7,3.035980708511155e-05,0.0004556241323889506,,
юя,7,3.035980708511155e-05,0.0004556241323889506,,
эф,1,4.337115297873079e-06,7.72649837488654e-05,,
гг,3,1.3011345893619236e-05,0.00021117245592129754,,
дщ,2,8.674230595746157e-06,0.00014585573690198466,,
кф,2,8.674230595746157e-06,0.00014585573690198466,,
хь,2,8.674230595746157e-06,0.00014585573690198466,,
мф,8,3.469692238298463e-05,0.0005140291028419694,,
жб,15,6.505672946809618e-05,0.0009048052316930285,,
дю,1,4.337115297873079e-06,7.72649837488654e-05,,
жр,3,1.3011345893619236e-05,0.00021117245592129754,,
шч,2,8.674230595746157e-06,0.00014585573690198466,,
жя,2,8.674230595746157e-06,0.00014585573690198466,,
що,3,1.3011345893619236e-05,0.00021117245592129754,,
цс,10,4.3371152978730786e-05,0.0006285739859009506,,
йю,3,1.3011345893619236e-05,0.00021117245592129754,,
шс,2,8.674230595746157e-06,0.00014585573690198466,,
рэ,4,1.7348461191492315e-05,0.000274363012612477,,
рф,2,8.674230595746157e-06,0.00014585573690198466,,
бш,2,8.674230595746157e-06,0.00014585573690198466,,
фд,1,4.337115297873079e-06,7.72649837488654e-05,,
фн,3,1.3011345893619236e-05,0.00021117245592129754,,
щб,2,8.674230595746157e-06,0.00014585573690198466,,
цл,2,8.674230595746157e-06,0.00014585573690198466,,
цк,7,3.035980708511155e-05,0.0004556241323889506,,
пю,6,2.6022691787238472e-05,0.0003963222200553566,,
щл,1,4.337115297873079e-06,7.72649837488654e-05,,
щя,1,4.337115297873079e-06,7.72649837488654e-05,,
щк,2,8.674230595746157e-06,0.00014585573690198466,,
уц,2,8.674230595746157e-06,0.00014585573690198466,,
чх,2,8.674230595746157e-06,0.00014585573690198466,,
зх,3,1.3011345893619236e-05,0.00021117245592129754,,
щр,3,1.3011345893619236e-05,0.00021117245592129754,,
эм,2,8.674230595746157e-06,0.00014585573690198466,,
цд,5,2.1685576489365393e-05,0.0003359725694398407,,
цр,16,6.939384476596926e-05,0.0009586643609179695,,
гх,2,8.674230595746157e-06,0.00014585573690198466,,
цн,5,2.1685576489365393e-05,0.0003359725694398407,,
мю,1,4.337115297873079e-06,7.72649837488654e-05,,
зш,3,1.3011345893619236e-05,0.00021117245592129754,,
ыф,2,8.674230595746157e-06,0.00014585573690198466,,
пз,1,4.337115297873079e-06,7.72649837488654e-05,,
чя,1,4.337115297873079e-06,7.72649837488654e-05,,
бю,2,8.674230595746157e-06,0.00014585573690198466,,
цч,2,8.674230595746157e-06,0.00014585573690198466,,
кщ,1,4.337115297873079e-06,7.72649837488654e-05,,
щп,1,4.337115297873079e-06,7.72649837488654e-05,,
жэ,2,8.674230595746157e-06,0.00014585573690198466,,
щс,1,4.337115297873079e-06,7.72649837488654e-05,,
фв,1,4.337115297873079e-06,7.72649837488654e-05,,
фя,1,4.337115297873079e-06,7.72649837488654e-05,,
фб,1,4.337115297873079e-06,7.72649837488654e-05,,
цш,1,4.337115297873079e-06,7.72649837488654e-05,,
чч,1,4.337115297873079e-06,7.72649837488654e-05,,
шм,1,4.337115297873079e-06,7.72649837488654e-05,,
кц,4,1.7348461191492315e-05,0.000274363012612477,,
гф,1,4.337115297873079e-06,7.72649837488654e-05,,
бч,1,4.337115297873079e-06,7.72649837488654e-05,,
эг,1,4.337115297873079e-06,7.72649837488654e-05,,
